,unnamed: 0,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month
6689,6689,UD99460,Washington,9654.523307,No,Extended,Bachelor,2011-01-09,Employed,M,67772,Suburban,Single,82,29.0,27,0.0,2,Personal Auto,Personal L1,Offer4,Branch,502.580472,Four-Door Car,Medsize,A,1
6690,6690,WN13366,,5595.389905,,Basic,High School or Below,2011-02-05,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,,2
6691,6691,LO40410,Oregon,2395.57,Yes,Basic,Doctor,2011-01-27,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,,,A,1
6692,6692,AM79057,Oregon,2287.91729,No,Basic,Bachelor,2011-02-18,Employed,F,69024,Urban,Married,61,27.0,32,5.0,1,Personal Auto,Personal L2,Offer2,Web,238.530745,Four-Door Car,Medsize,,2
6693,6693,XM91635,Arizona,2272.335352,No,Basic,High School or Below,2011-01-05,Medical Leave,F,16618,Urban,Single,62,0.0,40,0.0,1,Special Auto,Special L2,Offer3,Branch,219.288706,Four-Door Car,Medsize,A,1
6694,6694,ZG19911,,2552.226197,,Basic,Bachelor,2011-02-02,Employed,F,35149,Rural,Married,64,26.0,33,0.0,1,Personal Auto,Personal L2,Offer4,Web,120.477298,Two-Door Car,Medsize,A,2
6695,6695,CX34236,Oregon,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,,1
6696,6696,UW98698,California,2269.841123,No,Basic,College,2011-02-08,Unemployed,M,0,Suburban,Single,68,22.0,43,0.0,1,Personal Auto,Personal L3,Offer4,Agent,542.016902,Four-Door Car,Medsize,,2
6697,6697,RR39300,California,34243.51034,No,Extended,High School or Below,2011-02-08,Employed,F,51255,Urban,Married,122,12.0,0,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,421.70554,SUV,Medsize,A,2
6698,6698,QF59448,Washington,2831.587689,No,Extended,College,2011-02-13,Retired,M,17752,Suburban,Married,77,26.0,87,0.0,1,Personal Auto,Personal L3,Offer3,Agent,369.6,Four-Door Car,Medsize,A,2
6699,6699,NJ46471,Oregon,8696.7107,No,Basic,Bachelor,2011-01-04,Employed,F,56550,Rural,Married,73,22.0,41,3.0,2,Corporate Auto,Corporate L1,Offer3,Agent,162.775889,,,A,1
6700,6700,TO39943,Washington,4897.979559,No,Basic,High School or Below,2011-02-12,Employed,F,30503,Urban,Married,63,32.0,57,3.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,257.923563,Two-Door Car,Medsize,A,2
6701,6701,EI57866,Arizona,2584.824329,No,Basic,Master,2011-02-23,Employed,M,60942,Urban,Married,64,11.0,56,0.0,1,Special Auto,Special L1,Offer2,Call Center,288.205261,Two-Door Car,Large,A,2
6702,6702,YY46839,Washington,8482.456771,No,Premium,High School or Below,2011-01-30,Employed,F,29628,Suburban,Married,106,29.0,45,0.0,9,Corporate Auto,Corporate L2,Offer1,Agent,763.2,Two-Door Car,Medsize,,1
6703,6703,AS78838,California,2453.570794,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,29735,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,A,2
6704,6704,CM42637,Oregon,7880.337212,No,Basic,Bachelor,2011-02-10,Disabled,M,23129,Suburban,Married,70,10.0,74,0.0,2,Personal Auto,Personal L2,Offer1,Agent,491.65337,Four-Door Car,Medsize,,2
6705,6705,VA89404,California,16887.79708,No,Basic,Master,2011-01-05,Employed,M,53262,Urban,Married,62,11.0,18,4.0,2,Corporate Auto,Corporate L3,Offer2,Branch,223.72051,Four-Door Car,Medsize,,1
6706,6706,YG87460,Arizona,2444.741307,No,Basic,College,2011-01-16,Unemployed,M,0,Urban,Married,71,8.0,59,1.0,1,Personal Auto,Personal L2,Offer3,Branch,244.587596,Four-Door Car,Medsize,,1
6707,6707,HK50871,California,2312.328541,No,Basic,High School or Below,2011-01-31,Medical Leave,M,16143,Rural,Married,62,3.0,73,1.0,1,Personal Auto,Personal L3,Offer4,Web,32.114117,Four-Door Car,Large,A,1
6708,6708,HV75193,California,2866.595388,No,Basic,Master,2011-02-07,Disabled,F,26924,Urban,Married,73,12.0,80,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,,,,2
6709,6709,YY16391,Oregon,11836.29699,No,Premium,College,2011-02-03,Unemployed,M,0,Suburban,Single,119,,74,,2,Personal Auto,Personal L2,Offer3,Call Center,856.8,Four-Door Car,Medsize,A,2
6710,6710,PU33703,California,2435.321545,No,Basic,College,2011-02-17,Employed,F,43721,Suburban,Married,61,5.0,84,0.0,1,Personal Auto,Personal L2,Offer2,Branch,292.8,Four-Door Car,Small,A,2
6711,6711,EN72010,Oregon,7271.43404,No,Basic,College,2011-01-25,Disabled,M,20545,Suburban,Single,70,23.0,86,0.0,2,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize,,1
6712,6712,HQ70429,Washington,16045.10952,No,Basic,College,2011-02-20,Unemployed,F,0,Rural,Single,65,10.0,10,0.0,2,Personal Auto,Personal L3,Offer2,Agent,163.046956,,,,2
6713,6713,PQ36549,Arizona,5598.273622,No,Basic,Bachelor,2011-02-09,Disabled,M,14174,Suburban,Married,72,1.0,62,0.0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,,,A,2
6714,6714,RT23641,Oregon,5163.228365,No,Extended,High School or Below,2011-01-17,Employed,F,35577,Urban,Married,130,1.0,6,0.0,1,Personal Auto,Personal L3,Offer1,Branch,574.51239,SUV,Medsize,,1
6715,6715,MC71942,California,7919.197048,No,Extended,High School or Below,2011-01-07,Employed,F,82877,Rural,Married,99,8.0,89,1.0,3,Personal Auto,Personal L3,Offer1,Agent,22.819088,Two-Door Car,Medsize,,1
6716,6716,LE84979,California,12208.12004,No,Basic,Master,2011-02-27,Employed,F,21331,Urban,Divorced,103,18.0,84,0.0,2,Personal Auto,Personal L3,Offer1,Agent,419.062661,SUV,Large,,2
6717,6717,YE64125,Oregon,2649.207711,No,Basic,College,2011-01-08,Employed,F,36283,Urban,Divorced,68,14.0,63,1.0,1,Personal Auto,Personal L2,Offer1,Call Center,291.410965,Four-Door Car,Medsize,,1
6718,6718,VE46465,Oregon,4656.488488,No,Extended,Master,2011-01-26,Unemployed,M,0,Suburban,Married,128,,37,,1,Personal Auto,Personal L2,Offer1,Agent,1548.310532,Sports Car,Medsize,,1
6719,6719,JK53304,California,6159.011684,No,Extended,High School or Below,2011-01-14,Employed,F,97658,Suburban,Married,76,7.0,82,1.0,3,Personal Auto,Personal L3,Offer1,Call Center,364.8,Four-Door Car,Medsize,,1
6720,6720,NI49607,Oregon,4395.885525,No,Basic,College,2011-01-13,Employed,F,28719,Suburban,Married,110,0.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Branch,792.0,SUV,Medsize,,1
6721,6721,JP55271,Oregon,10633.50496,No,Extended,High School or Below,2011-02-25,Employed,F,80046,Rural,Married,132,,42,,4,Personal Auto,Personal L2,Offer2,Call Center,260.627146,SUV,Small,A,2
6722,6722,GB47529,Oregon,5396.372449,No,Extended,High School or Below,2011-02-06,Employed,F,40308,Suburban,Divorced,136,4.0,69,0.0,1,Corporate Auto,Corporate L3,Offer1,Web,652.8,Sports Car,Medsize,,2
6723,6723,KC67431,California,10517.15638,No,Extended,College,2011-01-18,Employed,F,46707,Rural,Married,133,7.0,9,0.0,8,Personal Auto,Personal L2,Offer3,Branch,80.70505,,,,1
6724,6724,OS84395,Nevada,7611.949286,No,Extended,Bachelor,2011-02-25,Employed,M,90252,Rural,Married,95,1.0,77,0.0,7,Corporate Auto,Corporate L2,Offer2,Web,122.924197,,,,2
6725,6725,DQ50538,Nevada,9050.756606,No,Basic,Bachelor,2011-02-11,Employed,M,63800,Suburban,Married,113,9.0,43,0.0,4,Personal Auto,Personal L3,Offer1,Branch,542.4,SUV,Medsize,,2
6726,6726,KC69320,Arizona,13037.03339,No,Basic,Bachelor,2011-02-22,Employed,F,28582,Suburban,Single,112,27.0,24,0.0,2,Personal Auto,Personal L2,Offer2,Agent,537.6,Sports Car,Small,,2
6727,6727,YE87442,Arizona,9935.165983,No,Extended,High School or Below,2011-02-12,Employed,F,34831,Suburban,Married,124,4.0,34,0.0,3,Personal Auto,Personal L1,Offer1,Branch,595.2,SUV,Medsize,,2
6728,6728,OY66019,Oregon,6259.477847,No,Extended,College,2011-02-28,Unemployed,F,0,Urban,Married,83,8.0,78,0.0,4,Personal Auto,Personal L2,Offer2,Agent,254.142365,Four-Door Car,Medsize,A,2
6729,6729,QH52104,California,3903.383926,No,Premium,Master,2011-01-18,Unemployed,M,0,Suburban,Single,104,25.0,87,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,499.2,Four-Door Car,Medsize,A,1
6730,6730,SJ88799,Washington,3980.838735,No,Premium,High School or Below,2011-01-05,Employed,M,92539,Suburban,Single,101,,61,,1,Personal Auto,Personal L2,Offer3,Agent,707.408058,Four-Door Car,Medsize,,1
6731,6731,PB21909,,9775.816061,,Extended,Bachelor,2011-02-14,Employed,M,55632,Urban,Single,123,35.0,98,0.0,7,Personal Auto,Personal L2,Offer1,Agent,478.609999,SUV,Medsize,,2
6732,6732,MC69755,Washington,5678.050167,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,0,Suburban,Married,76,8.0,44,0.0,3,Personal Auto,Personal L3,Offer2,Agent,364.8,Four-Door Car,Small,A,1
6733,6733,ZX80668,Nevada,13448.80973,No,Basic,Bachelor,2011-01-10,Employed,M,43720,Suburban,Single,117,5.0,90,1.0,2,Personal Auto,Personal L3,Offer1,Branch,561.6,SUV,Medsize,,1
6734,6734,EF99768,California,4424.579094,No,Basic,High School or Below,2011-02-20,Employed,F,37800,Suburban,Divorced,112,0.0,77,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,662.715218,SUV,Large,A,2
6735,6735,LH33181,Arizona,6274.564531,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Single,67,23.0,39,1.0,2,Personal Auto,Personal L3,Offer1,Agent,431.32052,Four-Door Car,Large,A,1
6736,6736,IP69763,Washington,21914.40548,No,Premium,College,2011-01-07,Employed,F,77311,Rural,Married,181,18.0,36,0.0,2,Personal Auto,Personal L1,Offer1,Agent,113.609508,SUV,Medsize,,1
6737,6737,WN14477,California,21235.44557,No,Extended,Bachelor,2011-02-09,Unemployed,M,0,Suburban,Divorced,86,29.0,45,0.0,2,Personal Auto,Personal L1,Offer2,Branch,568.746405,Four-Door Car,Medsize,A,2
6738,6738,FT65961,California,4962.208409,No,Basic,College,2011-02-02,Employed,F,23300,Suburban,Married,63,3.0,35,1.0,4,Corporate Auto,Corporate L3,Offer3,Branch,339.906034,Four-Door Car,Small,,2
6739,6739,FS67103,Oregon,2747.771656,No,Extended,Bachelor,2011-01-16,Unemployed,M,0,Suburban,Single,80,12.0,14,0.0,1,Special Auto,Special L2,Offer3,Web,576.0,Two-Door Car,Medsize,,1
6740,6740,WM19996,California,8349.523082,No,Basic,Bachelor,2011-01-09,Employed,M,45428,Urban,Divorced,109,2.0,46,1.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,487.273964,SUV,Medsize,,1
6741,6741,SY81273,,16798.85832,,Basic,High School or Below,2011-02-16,Employed,M,55269,Suburban,Divorced,71,32.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Agent,340.8,Two-Door Car,Medsize,,2
6742,6742,WE77831,California,4778.682644,No,Basic,Bachelor,2011-01-21,Unemployed,M,0,Suburban,Divorced,73,,17,,9,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Medsize,,1
6743,6743,ID89933,,7255.577594,,Extended,Doctor,2011-01-09,Employed,F,39786,Urban,Married,91,,91,,9,Personal Auto,Personal L2,Offer1,Web,365.835977,,,,1
6744,6744,NZ73268,California,4686.807406,No,Premium,Bachelor,2011-01-23,Employed,M,32646,Urban,Married,119,25.0,84,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,464.99983,Four-Door Car,Medsize,A,1
6745,6745,MO68226,California,7462.926263,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,7.345946,Two-Door Car,Small,,1
6746,6746,VC47959,Arizona,4895.811925,No,Basic,College,2011-02-05,Employed,F,54495,Urban,Married,61,7.0,3,0.0,8,Personal Auto,Personal L3,Offer1,Branch,182.350945,Four-Door Car,Medsize,A,2
6747,6747,CD71877,Nevada,22620.74841,No,Premium,Bachelor,2011-01-28,Employed,F,49564,Rural,Single,193,22.0,82,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,286.370988,Sports Car,Medsize,A,1
6748,6748,GO94903,Oregon,4770.550911,Yes,Basic,College,2011-02-01,Medical Leave,F,12964,Suburban,Single,65,2.0,37,0.0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize,,2
6749,6749,RX96438,Washington,2311.211287,No,Basic,High School or Below,2011-01-06,Disabled,F,24400,Suburban,Single,62,13.0,25,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,297.6,Two-Door Car,Medsize,,1
6750,6750,JJ76159,California,2434.681155,No,Basic,College,2011-01-15,Employed,M,96045,Rural,Divorced,61,24.0,35,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,8.582971,Four-Door Car,Large,A,1
6751,6751,AR17553,California,6111.053244,No,Extended,Master,2011-02-06,Medical Leave,M,22944,Suburban,Married,80,26.0,83,0.0,5,Corporate Auto,Corporate L1,Offer3,Branch,488.272759,,,,2
6752,6752,ZY26831,California,7249.065093,No,Extended,Bachelor,2011-01-21,Employed,F,37751,Rural,Single,93,15.0,42,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,56.692777,Four-Door Car,Medsize,,1
6753,6753,RW67951,Washington,8663.550386,No,Basic,Bachelor,2011-02-08,Employed,M,93485,Rural,Married,72,31.0,40,0.0,2,Personal Auto,Personal L2,Offer4,Agent,127.104785,Four-Door Car,Medsize,A,2
6754,6754,PF41800,California,4715.321344,No,Basic,Bachelor,2011-01-25,Unemployed,M,0,Urban,Married,65,19.0,56,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,308.15089,Four-Door Car,Medsize,A,1
6755,6755,WI14444,California,5638.543833,No,Basic,High School or Below,2011-02-27,Employed,F,74286,Urban,Married,70,27.0,0,0.0,3,Personal Auto,Personal L1,Offer4,Agent,277.585067,Two-Door Car,Medsize,A,2
6756,6756,WE64781,Oregon,16922.12519,No,Extended,Bachelor,2011-01-05,Employed,F,93836,Urban,Married,139,1.0,19,0.0,2,Corporate Auto,Corporate L1,Offer3,Web,497.353106,Sports Car,Medsize,,1
6757,6757,OO11531,Nevada,2540.551456,No,Basic,Master,2011-01-23,Employed,F,37125,Urban,Married,63,29.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Agent,290.911693,,,A,1
6758,6758,OG77759,Arizona,7119.531925,No,Basic,Bachelor,2011-01-14,Disabled,M,28227,Suburban,Married,62,14.0,24,0.0,2,Personal Auto,Personal L3,Offer1,Agent,551.28213,Four-Door Car,Small,A,1
6759,6759,TK49887,California,2897.779107,No,Extended,College,2011-02-12,Unemployed,F,0,Suburban,Single,85,4.0,45,0.0,1,Personal Auto,Personal L3,Offer2,Branch,612.0,Two-Door Car,Medsize,A,2
6760,6760,GT19025,Oregon,3636.561567,No,Extended,Bachelor,2011-01-23,Medical Leave,F,25407,Urban,Divorced,98,2.0,88,0.0,1,Personal Auto,Personal L1,Offer1,Branch,284.239719,Four-Door Car,Medsize,A,1
6761,6761,EG81847,California,14255.23041,No,Extended,High School or Below,2011-01-29,Employed,F,31027,Suburban,Single,124,,66,,2,Personal Auto,Personal L1,Offer1,Call Center,597.578875,SUV,Medsize,,1
6762,6762,YO62357,California,7432.856752,No,Basic,College,2011-01-15,Employed,F,58839,Rural,Single,65,4.0,65,3.0,2,Personal Auto,Personal L3,Offer1,Call Center,18.965718,Two-Door Car,Medsize,,1
6763,6763,UM53032,California,6104.723142,No,Extended,College,2011-01-06,Employed,M,84822,Urban,Married,76,5.0,13,0.0,5,Corporate Auto,Corporate L3,Offer1,Agent,219.879452,Four-Door Car,Medsize,,1
6764,6764,JO64353,Oregon,5301.835462,No,Basic,High School or Below,2011-01-01,Employed,F,20269,Suburban,Married,66,14.0,79,0.0,3,Personal Auto,Personal L3,Offer1,Agent,475.2,Two-Door Car,Small,A,1
6765,6765,FJ60600,Oregon,6776.353402,No,Extended,High School or Below,2011-02-26,Unemployed,F,0,Suburban,Single,96,0.0,38,0.0,3,Personal Auto,Personal L3,Offer1,Agent,818.730215,Four-Door Car,Small,A,2
6766,6766,KB54415,Arizona,2473.368225,No,Basic,High School or Below,2011-01-30,Disabled,M,13449,Suburban,Single,68,28.0,13,0.0,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large,A,1
6767,6767,ZE85014,California,2357.747015,No,Basic,College,2011-01-20,Disabled,M,25064,Suburban,Married,62,17.0,34,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,297.6,Four-Door Car,Medsize,A,1
6768,6768,WA24038,,4595.457544,,Basic,Bachelor,2011-02-19,Employed,M,76357,Rural,Married,117,18.0,96,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,4.074222,SUV,Medsize,A,2
6769,6769,TB31268,Arizona,8804.53711,No,Basic,College,2011-01-14,Employed,F,48990,Suburban,Married,74,3.0,20,0.0,2,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize,A,1
6770,6770,LY69932,Oregon,8209.59982,No,Basic,High School or Below,2011-02-11,Employed,M,68022,Suburban,Married,103,3.0,26,0.0,3,Personal Auto,Personal L3,Offer4,Web,494.4,Sports Car,Small,,2
6771,6771,VQ53427,California,5406.694854,No,Basic,College,2011-01-14,Medical Leave,M,21855,Suburban,Married,74,21.0,49,1.0,6,Corporate Auto,Corporate L2,Offer1,Web,355.2,Four-Door Car,Medsize,,1
6772,6772,LJ43082,Oregon,4638.945365,No,Basic,College,2011-02-04,Unemployed,F,0,Rural,Divorced,71,33.0,48,3.0,7,Personal Auto,Personal L3,Offer3,Call Center,143.276484,Two-Door Car,Large,,2
6773,6773,FE93665,Oregon,7897.015071,No,Basic,High School or Below,2011-01-30,Unemployed,F,0,Suburban,Single,72,8.0,54,0.0,2,Personal Auto,Personal L2,Offer1,Agent,518.4,Two-Door Car,Medsize,A,1
6774,6774,LW57693,Oregon,5601.68063,No,Basic,College,2011-02-16,Disabled,F,11920,Suburban,Married,74,20.0,27,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Medsize,A,2
6775,6775,RE68901,Washington,5635.746396,No,Basic,College,2011-02-26,Employed,F,20303,Suburban,Married,71,24.0,84,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,340.8,Four-Door Car,Small,A,2
6776,6776,PV12088,Arizona,6558.880167,No,Basic,High School or Below,2011-01-11,Medical Leave,M,19508,Suburban,Single,61,22.0,59,0.0,2,Personal Auto,Personal L1,Offer1,Branch,292.8,Two-Door Car,Medsize,A,1
6777,6777,CF44171,California,4334.064096,Yes,Extended,Bachelor,2011-02-27,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,A,2
6778,6778,EB66698,California,3371.858433,No,Extended,High School or Below,2011-01-27,Employed,M,86689,Suburban,Single,85,3.0,72,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,408.0,Two-Door Car,Small,,1
6779,6779,VE75717,Nevada,4868.807554,No,Extended,High School or Below,2011-02-20,Employed,F,31447,Suburban,Married,121,12.0,16,0.0,1,Personal Auto,Personal L3,Offer1,Web,580.8,SUV,Large,,2
6780,6780,HY25004,,4549.079221,,Basic,High School or Below,2011-01-10,Unemployed,F,0,Suburban,Married,62,12.0,53,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,639.758314,Two-Door Car,Medsize,A,1
6781,6781,WY43888,Washington,16525.38067,No,Basic,High School or Below,2011-01-17,Employed,M,24414,Suburban,Married,104,34.0,80,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,499.2,SUV,Medsize,,1
6782,6782,OL82456,Oregon,3954.344534,Yes,Basic,Bachelor,2011-02-25,Disabled,M,18375,Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large,A,2
6783,6783,JG35886,California,4111.888285,No,Premium,College,2011-01-21,Employed,F,65085,Urban,Married,103,20.0,55,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize,A,1
6784,6784,ZK71157,California,5358.163394,No,Basic,Bachelor,2011-02-27,Employed,F,40833,Urban,Single,69,13.0,84,0.0,6,Corporate Auto,Corporate L1,Offer2,Call Center,294.591676,Four-Door Car,Medsize,A,2
6785,6785,OS21957,,8896.500265,,Basic,High School or Below,2011-01-21,Employed,F,26201,Rural,Married,112,4.0,48,0.0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,A,1
6786,6786,ZE60021,Nevada,5124.79641,No,Extended,High School or Below,2011-02-09,Medical Leave,F,14465,Suburban,Married,135,30.0,50,1.0,1,Corporate Auto,Corporate L2,Offer1,Web,944.506601,Sports Car,Small,,2
6787,6787,UY13430,Oregon,8879.790017,Yes,Basic,High School or Below,2011-02-03,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Special Auto,Special L2,Offer1,Agent,528.20086,SUV,Small,,2
6788,6788,MP76478,Washington,8646.504109,Yes,Basic,High School or Below,2011-01-02,Employed,F,64125,Urban,Married,108,3.0,44,0.0,3,Corporate Auto,Corporate L3,Offer2,Branch,369.818708,SUV,Large,A,1
6789,6789,BG85305,Nevada,3757.804716,No,Extended,Doctor,2011-01-28,Employed,M,36633,Suburban,Single,96,20.0,61,1.0,1,Personal Auto,Personal L2,Offer2,Call Center,460.8,Four-Door Car,Medsize,A,1
6790,6790,GC93551,,5290.127299,,Basic,High School or Below,2011-02-27,Employed,F,27179,Suburban,Divorced,66,8.0,91,0.0,9,Personal Auto,Personal L3,Offer1,Branch,344.201601,Four-Door Car,Medsize,,2
6791,6791,MK56815,,9591.232645,,Premium,College,2011-02-25,Employed,M,54538,Urban,Married,119,32.0,63,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,507.799325,Four-Door Car,Medsize,A,2
6792,6792,AE74442,California,7379.456823,No,Basic,Bachelor,2011-01-21,Employed,F,61584,Urban,Married,61,18.0,93,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,205.294927,,,A,1
6793,6793,BU17847,Arizona,9075.768214,Yes,Basic,Master,2011-01-26,Employed,M,37722,Rural,Single,116,8.0,23,0.0,8,Personal Auto,Personal L2,Offer1,Agent,158.077504,Sports Car,Medsize,,1
6794,6794,SM42728,California,15925.05739,No,Extended,College,2011-02-02,Employed,M,34455,Suburban,Married,135,8.0,69,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,648.0,SUV,Medsize,A,2
6795,6795,LV14566,Nevada,7176.591051,No,Basic,Master,2011-01-04,Employed,M,27071,Suburban,Divorced,183,1.0,85,0.0,1,Personal Auto,Personal L1,Offer4,Branch,878.4,Luxury Car,Large,,1
6796,6796,LT98784,Oregon,5229.986897,No,Basic,Master,2011-02-14,Medical Leave,M,18129,Suburban,Single,69,21.0,56,0.0,5,Personal Auto,Personal L3,Offer1,Agent,364.695093,Four-Door Car,Medsize,A,2
6797,6797,NS14955,Oregon,11726.18921,No,Extended,Master,2011-02-26,Employed,F,40564,Rural,Married,97,0.0,36,0.0,2,Personal Auto,Personal L2,Offer4,Call Center,85.968142,Four-Door Car,Small,,2
6798,6798,VE80757,Oregon,4307.464888,No,Basic,Bachelor,2011-01-22,Unemployed,M,0,Suburban,Single,62,27.0,14,0.0,3,Personal Auto,Personal L1,Offer3,Branch,434.26667,Two-Door Car,Medsize,,1
6799,6799,IQ24777,Nevada,8044.872393,Yes,Basic,Bachelor,2011-02-19,Employed,M,71391,Urban,Married,67,29.0,39,0.0,2,Personal Auto,Personal L2,Offer2,Agent,284.000172,Four-Door Car,Medsize,A,2
